LumiCycle: C6 (Raw)
Date,Time (hr:min),Time (days),counts/sec, baseline 
12/18/2016,04:56,003.21250,00756.665,00779.364
12/18/2016,05:06,003.21944,00742.106,00772.706
12/18/2016,05:16,003.22639,00733.175,00766.016
12/18/2016,05:26,003.23333,00722.038,00759.548
12/18/2016,05:36,003.24028,00712.648,00753.211
12/18/2016,05:46,003.24722,00705.007,00746.998
12/18/2016,05:56,003.25417,00696.679,00740.613
12/18/2016,06:06,003.26111,00684.295,00734.758
12/18/2016,06:16,003.26806,00676.682,00728.874
12/18/2016,06:26,003.27500,00666.023,00723.241
12/18/2016,06:36,003.28194,00657.730,00717.712
12/18/2016,06:46,003.28889,00654.870,00712.264
12/18/2016,06:56,003.29583,00644.114,00707.085
12/18/2016,07:06,003.30278,00631.725,00702.126
12/18/2016,07:16,003.30972,00626.091,00697.431
12/18/2016,07:26,003.31667,00617.254,00693.135
12/18/2016,07:36,003.32361,00614.056,00688.797
12/18/2016,07:46,003.33056,00613.721,00684.894
12/18/2016,07:56,003.33750,00607.633,00681.255
12/18/2016,08:06,003.34444,00598.159,00678.034
12/18/2016,08:16,003.35139,00595.535,00674.991
12/18/2016,08:26,003.35833,00593.810,00672.263
12/18/2016,08:36,003.36528,00589.114,00669.944
12/18/2016,08:46,003.37222,00581.989,00667.791
12/18/2016,08:56,003.37917,00580.066,00665.863
12/18/2016,09:06,003.38611,00573.406,00664.264
12/18/2016,09:16,003.39306,00574.380,00662.997
12/18/2016,09:26,003.40000,00569.924,00662.059
12/18/2016,09:36,003.40694,00569.276,00661.396
12/18/2016,09:46,003.41389,00572.449,00661.096
12/18/2016,09:56,003.42083,00570.531,00661.107
12/18/2016,10:06,003.42778,00566.541,00661.535
12/18/2016,10:16,003.43472,00568.055,00662.017
12/18/2016,10:26,003.44167,00561.755,00663.070
12/18/2016,10:36,003.44861,00567.198,00664.162
12/18/2016,10:46,003.45556,00570.134,00665.699
12/18/2016,10:56,003.46250,00570.564,00667.562
12/18/2016,11:06,003.46944,00575.490,00669.581
12/18/2016,11:16,003.47639,00574.136,00672.107
12/18/2016,11:26,003.48333,00581.306,00674.637
12/18/2016,11:36,003.49028,00584.678,00677.460
12/18/2016,11:46,003.49722,00591.887,00680.630
12/18/2016,11:56,003.50417,00586.728,00684.162
12/18/2016,12:06,003.51111,00602.270,00687.820
12/18/2016,12:16,003.51806,00605.915,00691.986
12/18/2016,12:26,003.52500,00613.368,00696.237
12/18/2016,12:36,003.53194,00615.647,00700.727
12/18/2016,12:46,003.53889,00627.420,00705.378
12/18/2016,12:56,003.54583,00627.607,00710.351
12/18/2016,13:06,003.55278,00637.571,00715.325
12/18/2016,13:16,003.55972,00648.676,00720.590
12/18/2016,13:26,003.56667,00661.649,00725.939
12/18/2016,13:36,003.57361,00661.144,00731.707
12/18/2016,13:46,003.58056,00680.100,00737.305
12/18/2016,13:56,003.58750,00688.310,00743.054
12/18/2016,14:06,003.59444,00701.838,00748.826
12/18/2016,14:16,003.60139,00709.203,00754.855
12/18/2016,14:26,003.60833,00724.934,00760.858
12/18/2016,14:36,003.61528,00728.715,00767.114
12/18/2016,14:46,003.62222,00740.479,00773.226
12/18/2016,14:56,003.62917,00755.719,00779.413
12/18/2016,15:06,003.63611,00763.347,00785.805
12/18/2016,15:16,003.64306,00779.866,00791.998
12/18/2016,15:26,003.65000,00790.725,00798.207
12/18/2016,15:36,003.65694,00797.087,00804.512
12/18/2016,15:46,003.66389,00816.038,00810.586
12/18/2016,15:56,003.67083,00826.584,00816.629
12/18/2016,16:06,003.67778,00839.820,00822.726
12/18/2016,16:16,003.68472,00845.801,00828.997
12/18/2016,16:26,003.69167,00863.833,00834.906
12/18/2016,16:36,003.69861,00869.006,00840.959
12/18/2016,16:46,003.70556,00884.177,00846.833
12/18/2016,16:56,003.71250,00898.534,00852.470
12/18/2016,17:06,003.71944,00906.960,00858.139
12/18/2016,17:16,003.72639,00922.623,00863.421
12/18/2016,17:26,003.73333,00922.533,00868.968
12/18/2016,17:36,003.74028,00928.654,00874.086
12/18/2016,17:46,003.74722,00948.071,00879.038
12/18/2016,17:56,003.75417,00954.202,00883.838
12/18/2016,18:06,003.76111,00975.596,00888.361
12/18/2016,18:16,003.76806,00987.872,00892.706
12/18/2016,18:26,003.77500,00990.221,00896.874
12/18/2016,18:36,003.78194,00991.591,00900.931
12/18/2016,18:46,003.78889,01004.379,00904.668
12/18/2016,18:56,003.79583,01013.065,00908.215
12/18/2016,19:06,003.80278,01012.195,00911.690
12/18/2016,19:16,003.80972,01021.954,00914.789
12/18/2016,19:26,003.81667,01024.159,00917.643
12/18/2016,19:36,003.82361,01032.080,00920.099
12/18/2016,19:46,003.83056,01036.026,00922.511
12/18/2016,19:56,003.83750,01035.875,00924.664
12/18/2016,20:06,003.84444,01036.750,00926.559
12/18/2016,20:16,003.85139,01039.632,00927.880
12/18/2016,20:26,003.85833,01043.447,00929.095
12/18/2016,20:36,003.86528,01048.052,00930.008
12/18/2016,20:46,003.87222,01040.907,00930.831
12/18/2016,20:56,003.87917,01042.700,00931.292
12/18/2016,21:06,003.88611,01047.950,00931.221
12/18/2016,21:16,003.89306,01035.815,00931.270
12/18/2016,21:26,003.90000,01032.279,00930.791
12/18/2016,21:36,003.90694,01030.268,00930.044
12/18/2016,21:46,003.91389,01025.538,00929.089
12/18/2016,21:56,003.92083,01018.106,00927.963
12/18/2016,22:06,003.92778,01022.759,00926.396
12/18/2016,22:16,003.93472,01024.005,00924.553
12/18/2016,22:26,003.94167,01011.552,00922.633
12/18/2016,22:36,003.94861,01002.751,00920.397
12/18/2016,22:46,003.95556,01005.272,00917.772
12/18/2016,22:56,003.96250,00990.379,00915.090
12/18/2016,23:06,003.96944,00987.122,00911.932
12/18/2016,23:16,003.97639,00971.463,00908.895
12/18/2016,23:26,003.98333,00973.468,00905.243
12/18/2016,23:36,003.99028,00955.862,00901.782
12/18/2016,23:46,003.99722,00960.651,00897.829
12/18/2016,23:56,004.00417,00943.625,00893.820
12/19/2016,00:06,004.01111,00933.773,00889.722
12/19/2016,00:16,004.01806,00927.392,00885.159
12/19/2016,00:26,004.02500,00908.408,00880.522
12/19/2016,00:36,004.03194,00906.784,00875.485
12/19/2016,00:46,004.03889,00897.490,00870.492
12/19/2016,00:56,004.04583,00891.492,00865.364
12/19/2016,01:06,004.05278,00876.945,00860.137
12/19/2016,01:16,004.05972,00870.453,00854.819
12/19/2016,01:26,004.06667,00856.412,00849.424
12/19/2016,01:36,004.07361,00846.388,00843.898
12/19/2016,01:46,004.08056,00838.778,00838.236
12/19/2016,01:56,004.08750,00834.932,00832.528
12/19/2016,02:06,004.09444,00825.644,00826.886
12/19/2016,02:16,004.10139,00799.816,00821.518
12/19/2016,02:26,004.10833,00800.498,00815.705
12/19/2016,02:36,004.11528,00795.312,00809.931
12/19/2016,02:46,004.12222,00780.803,00804.229
12/19/2016,02:56,004.12917,00775.422,00798.517
12/19/2016,03:06,004.13611,00755.878,00792.992
12/19/2016,03:16,004.14306,00754.783,00787.132
12/19/2016,03:26,004.15000,00741.836,00781.746
12/19/2016,03:36,004.15694,00734.895,00776.231
12/19/2016,03:46,004.16389,00723.600,00770.800
12/19/2016,03:56,004.17083,00727.563,00765.425
12/19/2016,04:06,004.17778,00718.420,00760.334
12/19/2016,04:16,004.18472,00708.318,00755.389
12/19/2016,04:26,004.19167,00695.113,00750.450
12/19/2016,04:36,004.19861,00694.057,00745.556
12/19/2016,04:46,004.20556,00682.514,00741.004
12/19/2016,04:56,004.21250,00676.179,00736.445
12/19/2016,05:06,004.21944,00667.910,00732.325
12/19/2016,05:16,004.22639,00672.681,00728.074
12/19/2016,05:26,004.23333,00661.628,00724.412
12/19/2016,05:36,004.24028,00655.767,00720.733
12/19/2016,05:46,004.24722,00648.845,00717.407
12/19/2016,05:56,004.25417,00642.334,00714.002
12/19/2016,06:06,004.26111,00649.362,00710.802
12/19/2016,06:16,004.26806,00640.625,00708.159
12/19/2016,06:26,004.27500,00635.032,00705.606
12/19/2016,06:36,004.28194,00625.956,00703.491
12/19/2016,06:46,004.28889,00622.796,00701.448
12/19/2016,06:56,004.29583,00629.190,00699.484
12/19/2016,07:06,004.30278,00622.112,00697.976
12/19/2016,07:16,004.30972,00622.814,00696.590
12/19/2016,07:26,004.31667,00619.536,00695.592
12/19/2016,07:36,004.32361,00616.203,00694.793
12/19/2016,07:46,004.33056,00616.818,00694.333
