LumiCycle: E5 (Raw)
Date,Time (hr:min),Time (days),counts/sec, baseline 
12/19/2016,08:51,004.37569,00964.522,01355.130
12/19/2016,09:01,004.38264,00961.599,01353.745
12/19/2016,09:11,004.38958,00969.925,01352.253
12/19/2016,09:21,004.39653,00963.618,01350.806
12/19/2016,09:31,004.40347,00962.680,01349.278
12/19/2016,09:41,004.41042,00960.982,01347.577
12/19/2016,09:51,004.41736,00973.037,01345.706
12/19/2016,10:01,004.42431,00989.257,01343.945
12/19/2016,10:11,004.43125,00984.811,01342.063
12/19/2016,10:21,004.43819,00984.205,01340.201
12/19/2016,10:31,004.44514,00995.059,01338.225
12/19/2016,10:41,004.45208,01005.828,01336.224
12/19/2016,10:51,004.45903,01011.295,01334.239
12/19/2016,11:01,004.46597,01024.141,01332.175
12/19/2016,11:11,004.47292,01033.596,01330.182
12/19/2016,11:21,004.47986,01040.278,01328.118
12/19/2016,11:31,004.48681,01055.014,01325.965
12/19/2016,11:41,004.49375,01067.536,01323.828
12/19/2016,11:51,004.50069,01069.114,01321.769
12/19/2016,12:01,004.50764,01089.671,01319.594
12/19/2016,12:11,004.51458,01098.335,01317.470
12/19/2016,12:21,004.52153,01120.695,01315.360
12/19/2016,12:31,004.52847,01123.960,01313.427
12/19/2016,12:41,004.53542,01140.862,01311.322
12/19/2016,12:51,004.54236,01166.337,01309.214
12/19/2016,13:01,004.54931,01183.431,01307.152
12/19/2016,13:11,004.55625,01193.112,01305.207
12/19/2016,13:21,004.56319,01208.091,01303.293
12/19/2016,13:31,004.57014,01219.286,01301.411
12/19/2016,13:41,004.57708,01239.006,01299.426
12/19/2016,13:51,004.58403,01256.759,01297.512
12/19/2016,14:01,004.59097,01263.499,01295.719
12/19/2016,14:11,004.59792,01290.448,01293.832
12/19/2016,14:21,004.60486,01303.477,01292.024
12/19/2016,14:31,004.61181,01327.799,01290.240
12/19/2016,14:41,004.61875,01348.434,01288.511
12/19/2016,14:51,004.62569,01349.702,01286.992
12/19/2016,15:01,004.63264,01370.534,01285.352
12/19/2016,15:11,004.63958,01384.675,01283.807
12/19/2016,15:21,004.64653,01398.901,01282.258
12/19/2016,15:31,004.65347,01418.590,01280.904
12/19/2016,15:41,004.66042,01428.705,01279.639
12/19/2016,15:51,004.66736,01451.177,01278.281
12/19/2016,16:01,004.67431,01466.082,01276.957
12/19/2016,16:11,004.68125,01479.573,01275.804
12/19/2016,16:21,004.68819,01485.278,01274.757
12/19/2016,16:31,004.69514,01501.726,01273.694
12/19/2016,16:41,004.70208,01523.011,01272.682
12/19/2016,16:51,004.70903,01528.937,01271.784
12/19/2016,17:01,004.71597,01538.842,01270.967
12/19/2016,17:11,004.72292,01556.894,01270.138
12/19/2016,17:21,004.72986,01564.104,01269.460
12/19/2016,17:31,004.73681,01582.722,01268.770
12/19/2016,17:41,004.74375,01579.994,01268.292
12/19/2016,17:51,004.75069,01587.017,01267.783
12/19/2016,18:01,004.75764,01593.323,01267.424
12/19/2016,18:11,004.76458,01607.994,01266.966
12/19/2016,18:21,004.77153,01601.541,01266.690
12/19/2016,18:31,004.77847,01613.406,01266.327
12/19/2016,18:41,004.78542,01618.771,01266.102
12/19/2016,18:51,004.79236,01617.152,01266.037
12/19/2016,19:01,004.79931,01625.180,01265.990
12/19/2016,19:11,004.80625,01618.799,01266.134
12/19/2016,19:21,004.81319,01630.011,01266.199
12/19/2016,19:31,004.82014,01617.596,01266.492
12/19/2016,19:41,004.82708,01621.684,01266.702
12/19/2016,19:51,004.83403,01611.039,01267.084
12/19/2016,20:01,004.84097,01616.517,01267.387
12/19/2016,20:11,004.84792,01600.055,01267.877
12/19/2016,20:21,004.85486,01605.278,01268.313
12/19/2016,20:31,004.86181,01600.476,01268.835
12/19/2016,20:41,004.86875,01601.261,01269.407
12/19/2016,20:51,004.87569,01580.553,01270.193
12/19/2016,21:01,004.88264,01582.800,01270.861
12/19/2016,21:11,004.88958,01573.360,01271.684
12/19/2016,21:21,004.89653,01562.222,01272.491
12/19/2016,21:31,004.90347,01557.721,01273.408
12/19/2016,21:41,004.91042,01545.920,01274.407
12/19/2016,21:51,004.91736,01525.191,01275.494
12/19/2016,22:01,004.92431,01535.014,01276.378
12/19/2016,22:11,004.93125,01514.519,01277.389
12/19/2016,22:21,004.93819,01504.220,01278.466
12/19/2016,22:31,004.94514,01498.428,01279.489
12/19/2016,22:41,004.95208,01486.189,01280.563
12/19/2016,22:51,004.95903,01478.539,01281.579
12/19/2016,23:01,004.96597,01467.658,01282.675
12/19/2016,23:11,004.97292,01452.311,01283.831
12/19/2016,23:21,004.97986,01434.897,01284.944
12/19/2016,23:31,004.98681,01425.503,01286.011
12/19/2016,23:41,004.99375,01412.618,01287.126
12/19/2016,23:51,005.00069,01403.306,01288.148
12/20/2016,00:01,005.00764,01385.412,01289.304
12/20/2016,00:11,005.01458,01366.962,01290.389
12/20/2016,00:21,005.02153,01357.488,01291.479
12/20/2016,00:31,005.02847,01350.721,01292.495
12/20/2016,00:41,005.03542,01333.064,01293.627
12/20/2016,00:51,005.04236,01321.504,01294.690
12/20/2016,01:01,005.04931,01302.936,01295.654
12/20/2016,01:11,005.05625,01286.788,01296.568
12/20/2016,01:21,005.06319,01278.913,01297.343
12/20/2016,01:31,005.07014,01270.105,01298.180
12/20/2016,01:41,005.07708,01241.719,01299.133
12/20/2016,01:51,005.08403,01232.818,01299.876
12/20/2016,02:01,005.09097,01226.053,01300.583
12/20/2016,02:11,005.09792,01209.661,01301.349
12/20/2016,02:21,005.10486,01192.025,01301.984
12/20/2016,02:31,005.11181,01182.312,01302.507
12/20/2016,02:41,005.11875,01169.778,01302.913
12/20/2016,02:51,005.12569,01160.691,01303.261
12/20/2016,03:01,005.13264,01147.131,01303.584
12/20/2016,03:11,005.13958,01135.185,01303.827
12/20/2016,03:21,005.14653,01122.652,01304.073
12/20/2016,03:31,005.15347,01126.983,01304.101
12/20/2016,03:41,005.16042,01115.008,01304.104
12/20/2016,03:51,005.16736,01095.401,01304.160
12/20/2016,04:01,005.17431,01082.558,01304.044
12/20/2016,04:11,005.18125,01086.781,01303.761
12/20/2016,04:21,005.18819,01071.744,01303.521
12/20/2016,04:31,005.19514,01072.473,01303.160
12/20/2016,04:41,005.20208,01062.020,01302.717
12/20/2016,04:51,005.20903,01053.398,01302.221
12/20/2016,05:01,005.21597,01043.882,01301.615
12/20/2016,05:11,005.22292,01040.117,01300.911
12/20/2016,05:21,005.22986,01039.340,01300.056
12/20/2016,05:31,005.23681,01037.058,01299.135
12/20/2016,05:41,005.24375,01032.737,01298.141
12/20/2016,05:51,005.25069,01031.956,01297.062
12/20/2016,06:01,005.25764,01032.478,01295.956
12/20/2016,06:11,005.26458,01019.952,01294.841
12/20/2016,06:21,005.27153,01013.016,01293.576
12/20/2016,06:31,005.27847,01011.569,01292.310
12/20/2016,06:41,005.28542,01009.477,01290.852
12/20/2016,06:51,005.29236,01014.958,01289.363
12/20/2016,07:01,005.29931,01021.121,01287.829
12/20/2016,07:11,005.30625,01022.950,01286.202
12/20/2016,07:21,005.31319,01022.075,01284.608
12/20/2016,07:31,005.32014,01021.719,01282.886
12/20/2016,07:41,005.32708,01022.693,01281.233
12/20/2016,07:51,005.33403,01027.378,01279.395
12/20/2016,08:01,005.34097,01030.250,01277.687
12/20/2016,08:11,005.34792,01031.294,01275.825
12/20/2016,08:21,005.35486,01036.360,01274.033
12/20/2016,08:31,005.36181,01045.685,01272.052
12/20/2016,08:41,005.36875,01056.052,01270.054
12/20/2016,08:51,005.37569,01056.694,01268.075
12/20/2016,09:01,005.38264,01063.033,01266.177
12/20/2016,09:11,005.38958,01070.668,01264.140
12/20/2016,09:21,005.39653,01074.996,01262.201
12/20/2016,09:31,005.40347,01091.141,01260.164
12/20/2016,09:41,005.41042,01094.783,01258.074
12/20/2016,09:51,005.41736,01096.781,01256.061
12/20/2016,10:01,005.42431,01110.127,01254.110
12/20/2016,10:11,005.43125,01114.243,01251.964
12/20/2016,10:21,005.43819,01129.638,01249.914
12/20/2016,10:31,005.44514,01125.793,01247.961
12/20/2016,10:41,005.45208,01137.493,01245.905
12/20/2016,10:51,005.45903,01144.407,01243.945
12/20/2016,11:01,005.46597,01158.218,01241.905
12/20/2016,11:11,005.47292,01175.297,01239.825
12/20/2016,11:21,005.47986,01176.462,01237.912
12/20/2016,11:31,005.48681,01184.566,01235.979
12/20/2016,11:41,005.49375,01202.695,01234.001
12/20/2016,11:51,005.50069,01205.285,01232.108
12/20/2016,12:01,005.50764,01217.738,01230.165
12/20/2016,12:11,005.51458,01227.491,01228.255
12/20/2016,12:21,005.52153,01245.791,01226.375
12/20/2016,12:31,005.52847,01260.275,01224.568
12/20/2016,12:41,005.53542,01269.232,01222.818
12/20/2016,12:51,005.54236,01282.477,01221.054
12/20/2016,13:01,005.54931,01286.469,01219.336
12/20/2016,13:11,005.55625,01298.895,01217.653
12/20/2016,13:21,005.56319,01296.858,01216.128
12/20/2016,13:31,005.57014,01319.783,01214.477
12/20/2016,13:41,005.57708,01328.171,01212.974
12/20/2016,13:51,005.58403,01337.107,01211.588
12/20/2016,14:01,005.59097,01351.836,01210.191
12/20/2016,14:11,005.59792,01357.430,01208.827
12/20/2016,14:21,005.60486,01364.184,01207.500
12/20/2016,14:31,005.61181,01369.054,01206.307
12/20/2016,14:41,005.61875,01373.817,01205.206
12/20/2016,14:51,005.62569,01389.414,01203.979
12/20/2016,15:01,005.63264,01382.711,01202.974
12/20/2016,15:11,005.63958,01393.520,01201.889
12/20/2016,15:21,005.64653,01407.657,01200.897
12/20/2016,15:31,005.65347,01407.138,01200.056
12/20/2016,15:41,005.66042,01407.134,01199.153
12/20/2016,15:51,005.66736,01417.080,01198.218
12/20/2016,16:01,005.67431,01421.715,01197.503
12/20/2016,16:11,005.68125,01429.548,01196.828
12/20/2016,16:21,005.68819,01429.952,01196.155
12/20/2016,16:31,005.69514,01433.953,01195.587
12/20/2016,16:41,005.70208,01427.482,01195.045
12/20/2016,16:51,005.70903,01443.008,01194.438
12/20/2016,17:01,005.71597,01432.099,01194.095
12/20/2016,17:11,005.72292,01433.731,01193.715
12/20/2016,17:21,005.72986,01433.046,01193.344
12/20/2016,17:31,005.73681,01429.243,01192.994
12/20/2016,17:41,005.74375,01435.153,01192.636
12/20/2016,17:51,005.75069,01423.920,01192.439
12/20/2016,18:01,005.75764,01428.293,01192.147
12/20/2016,18:11,005.76458,01420.258,01191.927
12/20/2016,18:21,005.77153,01418.792,01191.865
12/20/2016,18:31,005.77847,01417.803,01191.798
12/20/2016,18:41,005.78542,01401.349,01191.934
12/20/2016,18:51,005.79236,01409.881,01191.921
12/20/2016,19:01,005.79931,01402.395,01192.042
12/20/2016,19:11,005.80625,01392.802,01192.122
12/20/2016,19:21,005.81319,01388.330,01192.206
12/20/2016,19:31,005.82014,01381.694,01192.320
12/20/2016,19:41,005.82708,01380.486,01192.457
12/20/2016,19:51,005.83403,01361.702,01192.803
12/20/2016,20:01,005.84097,01367.981,01192.939
12/20/2016,20:11,005.84792,01349.393,01193.239
12/20/2016,20:21,005.85486,01347.080,01193.476
12/20/2016,20:31,005.86181,01329.424,01193.783
12/20/2016,20:41,005.86875,01323.109,01194.077
12/20/2016,20:51,005.87569,01316.983,01194.365
12/20/2016,21:01,005.88264,01313.552,01194.661
12/20/2016,21:11,005.88958,01297.108,01195.059
12/20/2016,21:21,005.89653,01298.479,01195.365
12/20/2016,21:31,005.90347,01284.950,01195.766
12/20/2016,21:41,005.91042,01260.474,01196.169
12/20/2016,21:51,005.91736,01257.992,01196.456
12/20/2016,22:01,005.92431,01257.602,01196.717
12/20/2016,22:11,005.93125,01230.105,01197.159
12/20/2016,22:21,005.93819,01234.709,01197.403
12/20/2016,22:31,005.94514,01219.095,01197.739
12/20/2016,22:41,005.95208,01214.139,01198.096
12/20/2016,22:51,005.95903,01210.798,01198.369
12/20/2016,23:01,005.96597,01198.687,01198.750
12/20/2016,23:11,005.97292,01185.208,01199.031
12/20/2016,23:21,005.97986,01177.989,01199.262
12/20/2016,23:31,005.98681,01164.612,01199.565
12/20/2016,23:41,005.99375,01158.856,01199.836
12/20/2016,23:51,006.00069,01142.632,01200.081
12/21/2016,00:01,006.00764,01135.911,01200.275
12/21/2016,00:11,006.01458,01120.066,01200.514
12/21/2016,00:21,006.02153,01114.626,01200.658
12/21/2016,00:31,006.02847,01111.735,01200.663
12/21/2016,00:41,006.03542,01107.672,01200.616
12/21/2016,00:51,006.04236,01092.265,01200.654
12/21/2016,01:01,006.04931,01078.190,01200.607
12/21/2016,01:11,006.05625,01072.958,01200.557
12/21/2016,01:21,006.06319,01065.215,01200.419
12/21/2016,01:31,006.07014,01064.086,01200.249
12/21/2016,01:41,006.07708,01061.966,01199.927
12/21/2016,01:51,006.08403,01051.140,01199.607
12/21/2016,02:01,006.09097,01046.296,01199.184
12/21/2016,02:11,006.09792,01035.317,01198.701
12/21/2016,02:21,006.10486,01025.290,01198.172
12/21/2016,02:31,006.11181,01025.146,01197.528
12/21/2016,02:41,006.11875,01028.506,01196.826
12/21/2016,02:51,006.12569,01008.739,01196.251
12/21/2016,03:01,006.13264,01009.160,01195.428
12/21/2016,03:11,006.13958,01001.748,01194.705
12/21/2016,03:21,006.14653,01006.483,01193.824
12/21/2016,03:31,006.15347,01001.026,01192.914
12/21/2016,03:41,006.16042,00997.009,01191.999
12/21/2016,03:51,006.16736,00990.263,01191.102
12/21/2016,04:01,006.17431,00997.043,01190.043
12/21/2016,04:11,006.18125,00993.195,01189.025
12/21/2016,04:21,006.18819,00990.219,01187.947
12/21/2016,04:31,006.19514,00993.991,01186.818
12/21/2016,04:41,006.20208,00988.040,01185.730
12/21/2016,04:51,006.20903,00990.161,01184.631
12/21/2016,05:01,006.21597,00992.964,01183.419
12/21/2016,05:11,006.22292,00990.844,01182.317
12/21/2016,05:21,006.22986,00986.036,01181.222
12/21/2016,05:31,006.23681,00985.128,01180.105
12/21/2016,05:41,006.24375,00991.463,01178.964
12/21/2016,05:51,006.25069,00993.105,01177.815
12/21/2016,06:01,006.25764,00994.294,01176.747
12/21/2016,06:11,006.26458,00992.743,01175.667
12/21/2016,06:21,006.27153,01009.607,01174.515
12/21/2016,06:31,006.27847,01002.340,01173.542
12/21/2016,06:41,006.28542,01014.634,01172.439
12/21/2016,06:51,006.29236,01016.186,01171.525
12/21/2016,07:01,006.29931,01024.869,01170.502
12/21/2016,07:11,006.30625,01023.082,01169.604
12/21/2016,07:21,006.31319,01030.556,01168.708
12/21/2016,07:31,006.32014,01031.916,01167.886
12/21/2016,07:41,006.32708,01040.114,01167.062
12/21/2016,07:51,006.33403,01053.738,01166.209
12/21/2016,08:01,006.34097,01053.339,01165.584
12/21/2016,08:11,006.34792,01054.842,01164.902
12/21/2016,08:21,006.35486,01063.119,01164.302
12/21/2016,08:31,006.36181,01062.877,01163.778
12/21/2016,08:41,006.36875,01081.689,01163.243
12/21/2016,08:51,006.37569,01091.404,01162.816
12/21/2016,09:01,006.38264,01095.830,01162.468
12/21/2016,09:11,006.38958,01104.016,01162.117
12/21/2016,09:21,006.39653,01116.081,01161.854
12/21/2016,09:31,006.40347,01119.151,01161.644
12/21/2016,09:41,006.41042,01124.704,01161.511
12/21/2016,09:51,006.41736,01133.692,01161.523
12/21/2016,10:01,006.42431,01133.931,01161.614
12/21/2016,10:11,006.43125,01146.282,01161.623
12/21/2016,10:21,006.43819,01154.062,01161.855
12/21/2016,10:31,006.44514,01162.386,01162.052
12/21/2016,10:41,006.45208,01172.244,01162.345
12/21/2016,10:51,006.45903,01173.404,01162.734
12/21/2016,11:01,006.46597,01187.245,01163.058
12/21/2016,11:11,006.47292,01185.161,01163.577
12/21/2016,11:21,006.47986,01201.332,01164.062
12/21/2016,11:31,006.48681,01206.656,01164.673
12/21/2016,11:41,006.49375,01217.915,01165.336
12/21/2016,11:51,006.50069,01221.717,01166.090
12/21/2016,12:01,006.50764,01226.437,01166.951
12/21/2016,12:11,006.51458,01236.367,01167.822
12/21/2016,12:21,006.52153,01242.758,01168.828
12/21/2016,12:31,006.52847,01243.674,01169.909
12/21/2016,12:41,006.53542,01249.404,01170.978
12/21/2016,12:51,006.54236,01259.286,01172.045
12/21/2016,13:01,006.54931,01261.670,01173.272
12/21/2016,13:11,006.55625,01273.993,01174.527
12/21/2016,13:21,006.56319,01271.286,01175.923
