LumiCycle: 06 (Raw)
Date,Time (hr:min),Time (days),counts/sec, baseline 
12/17/2017,14:07,004.58819,00150.030,00184.180
12/17/2017,14:22,004.59861,00151.046,00183.433
12/17/2017,14:37,004.60903,00151.407,00182.743
12/17/2017,14:52,004.61944,00154.074,00182.020
12/17/2017,15:07,004.62986,00153.817,00181.382
12/17/2017,15:22,004.64028,00155.269,00180.693
12/17/2017,15:37,004.65069,00156.148,00180.038
12/17/2017,15:52,004.66111,00158.668,00179.354
12/17/2017,16:07,004.67153,00161.346,00178.742
12/17/2017,16:22,004.68194,00161.566,00178.134
12/17/2017,16:37,004.69236,00162.740,00177.529
12/17/2017,16:52,004.70278,00167.049,00176.932
12/17/2017,17:07,004.71319,00167.955,00176.413
12/17/2017,17:22,004.72361,00169.759,00175.899
12/17/2017,17:37,004.73403,00171.515,00175.387
12/17/2017,17:52,004.74444,00170.175,00174.945
12/17/2017,18:07,004.75486,00175.154,00174.414
12/17/2017,18:22,004.76528,00178.157,00173.918
12/17/2017,18:37,004.77569,00180.063,00173.526
12/17/2017,18:52,004.78611,00178.678,00173.148
12/17/2017,19:07,004.79653,00182.614,00172.721
12/17/2017,19:22,004.80694,00183.809,00172.326
12/17/2017,19:37,004.81736,00185.639,00171.925
12/17/2017,19:52,004.82778,00186.568,00171.555
12/17/2017,20:07,004.83819,00187.715,00171.211
12/17/2017,20:22,004.84861,00188.960,00170.824
12/17/2017,20:37,004.85903,00193.014,00170.456
12/17/2017,20:52,004.86944,00190.981,00170.151
12/17/2017,21:07,004.87986,00194.861,00169.796
12/17/2017,21:22,004.89028,00194.132,00169.505
12/17/2017,21:37,004.90069,00197.590,00169.134
12/17/2017,21:52,004.91111,00195.853,00168.843
12/17/2017,22:07,004.92153,00196.349,00168.549
12/17/2017,22:22,004.93194,00195.709,00168.256
12/17/2017,22:37,004.94236,00196.141,00167.979
12/17/2017,22:52,004.95278,00197.626,00167.702
12/17/2017,23:07,004.96319,00197.514,00167.472
12/17/2017,23:22,004.97361,00198.725,00167.189
12/17/2017,23:37,004.98403,00195.543,00166.972
12/17/2017,23:52,004.99444,00197.490,00166.666
12/18/2017,00:07,005.00486,00197.618,00166.380
12/18/2017,00:22,005.01528,00195.972,00166.139
12/18/2017,00:37,005.02569,00196.158,00165.905
12/18/2017,00:52,005.03611,00195.918,00165.671
12/18/2017,01:07,005.04653,00193.991,00165.414
12/18/2017,01:22,005.05694,00194.178,00165.134
12/18/2017,01:37,005.06736,00192.243,00164.903
12/18/2017,01:52,005.07778,00190.269,00164.652
12/18/2017,02:07,005.08819,00191.440,00164.367
12/18/2017,02:22,005.09861,00188.239,00164.113
12/18/2017,02:37,005.10903,00188.071,00163.817
12/18/2017,02:52,005.11944,00183.524,00163.562
12/18/2017,03:07,005.12986,00183.982,00163.228
12/18/2017,03:22,005.14028,00180.935,00162.932
12/18/2017,03:37,005.15069,00178.325,00162.618
12/18/2017,03:52,005.16111,00176.400,00162.286
12/18/2017,04:07,005.17153,00176.821,00161.904
12/18/2017,04:22,005.18194,00173.770,00161.531
12/18/2017,04:37,005.19236,00169.479,00161.168
12/18/2017,04:52,005.20278,00169.077,00160.752
12/18/2017,05:07,005.21319,00167.283,00160.306
12/18/2017,05:22,005.22361,00166.664,00159.838
12/18/2017,05:37,005.23403,00163.393,00159.379
12/18/2017,05:52,005.24444,00163.033,00158.872
12/18/2017,06:07,005.25486,00157.762,00158.429
12/18/2017,06:22,005.26528,00156.466,00157.893
12/18/2017,06:37,005.27569,00157.179,00157.305
12/18/2017,06:52,005.28611,00153.311,00156.745
12/18/2017,07:07,005.29653,00149.333,00156.201
12/18/2017,07:22,005.30694,00150.192,00155.565
12/18/2017,07:37,005.31736,00149.106,00154.937
12/18/2017,07:52,005.32778,00145.877,00154.312
12/18/2017,08:07,005.33819,00147.267,00153.630
12/18/2017,08:22,005.34861,00141.976,00153.005
12/18/2017,08:37,005.35903,00140.081,00152.331
12/18/2017,08:52,005.36944,00138.999,00151.607
12/18/2017,09:07,005.37986,00138.384,00150.900
12/18/2017,09:22,005.39028,00136.103,00150.169
12/18/2017,09:37,005.40069,00133.141,00149.453
12/18/2017,09:52,005.41111,00131.202,00148.690
12/18/2017,10:07,005.42153,00131.240,00147.925
12/18/2017,10:22,005.43194,00129.011,00147.178
12/18/2017,10:37,005.44236,00130.366,00146.400
12/18/2017,10:52,005.45278,00128.848,00145.648
12/18/2017,11:07,005.46319,00129.194,00144.862
12/18/2017,11:22,005.47361,00127.373,00144.098
12/18/2017,11:37,005.48403,00125.546,00143.323
12/18/2017,11:52,005.49444,00124.786,00142.569
12/18/2017,12:07,005.50486,00123.794,00141.797
12/18/2017,12:22,005.51528,00124.063,00141.011
12/18/2017,12:37,005.52569,00125.158,00140.234
12/18/2017,12:52,005.53611,00124.905,00139.468
12/18/2017,13:07,005.54653,00122.089,00138.732
12/18/2017,13:22,005.55694,00122.427,00137.983
